block_id,depth,act_per_fmap-upper,is_zero
fp_block,2,0.25292667263241686,0.234375
fp_block,11,0.2770722300439843,0.001953125
fp_block,23,0.1780183732577118,0.0693359375
fp_block,41,0.16784591475173666,0.17822265625
